matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
987593,1,2018-08-12 16:00:00,"Emirates Stadium, London",59934,Away,Man City,Arsenal,2,0,W,1,0,0,0,2.0,17.0,8.0,5.0,4.0,1.71708,2.7255,,,2.0,,0.393342,2.0,9.0,5.0,28.0,47.0,555.0,467.0,58.0,33.0,6.0,5.0,12.0,9.0,9.0,12.0,2.0,1.0,,5.0,16.0,144.0,3.0,,0.124,1.0,34.0,54.0,8.0,14.0,9.0,10.0,1.0,14.0,11.0,0.0,0.0,,,2.0
987609,2,2018-08-19 13:30:00,"Etihad Stadium, Manchester",54021,Home,Man City,Huddersfield,6,1,W,3,1,0,0,6.0,32.0,14.0,9.0,9.0,,,5.0,2.0,5.0,2.0,,2.0,22.0,16.0,46.0,91.0,760.0,706.0,76.9,57.0,5.0,3.0,5.0,24.0,24.0,21.0,2.0,,,4.0,11.0,104.0,,1.0,,,44.0,46.0,17.0,19.0,10.0,10.0,,9.0,4.0,0.0,0.0,,,1.0
987621,3,2018-08-25 12:30:00,"Molineux Stadium, Wolverhampton",31322,Away,Man City,Wolves,1,1,D,0,0,0,0,1.0,18.0,6.0,6.0,6.0,,,2.0,1.0,1.0,3.0,,1.0,11.0,8.0,50.0,59.0,644.0,577.0,71.1,39.0,9.0,8.0,7.0,11.0,11.0,18.0,3.0,,,6.0,15.0,139.0,1.0,1.0,,,51.0,48.0,13.0,15.0,9.0,9.0,1.0,8.0,13.0,0.0,0.0,,,3.0
987629,4,2018-09-01 17:30:00,"Etihad Stadium, Manchester",53946,Home,Man City,Newcastle,2,1,W,1,1,0,0,2.0,24.0,8.0,9.0,7.0,,,3.0,,3.0,,,2.0,15.0,10.0,34.0,83.0,767.0,688.0,78.1,37.0,9.0,6.0,6.0,9.0,9.0,18.0,,,,7.0,14.0,135.0,1.0,1.0,,,42.0,46.0,12.0,15.0,4.0,4.0,2.0,5.0,13.0,0.0,0.0,,,2.0
987636,5,2018-09-15 15:00:00,"Etihad Stadium, Manchester",53307,Home,Man City,Fulham,3,0,W,2,0,0,0,3.0,28.0,9.0,8.0,11.0,,,6.0,3.0,4.0,1.0,,2.0,22.0,15.0,44.0,60.0,736.0,670.0,64.7,54.0,16.0,11.0,12.0,15.0,15.0,21.0,1.0,1.0,,8.0,10.0,120.0,3.0,,,1.0,46.0,35.0,10.0,8.0,10.0,10.0,,7.0,7.0,0.0,0.0,,,5.0
987645,6,2018-09-22 15:00:00,"Cardiff City Stadium, Cardiff",32321,Away,Man City,Cardiff,5,0,W,3,0,0,0,5.0,21.0,10.0,4.0,7.0,,,3.0,1.0,3.0,1.0,,4.0,15.0,13.0,38.0,57.0,799.0,725.0,78.6,54.0,12.0,10.0,11.0,10.0,10.0,8.0,,,,2.0,7.0,118.0,2.0,,,1.0,32.0,32.0,9.0,10.0,9.0,10.0,1.0,4.0,5.0,0.0,0.0,,,1.0
987658,7,2018-09-29 15:00:00,"Etihad Stadium, Manchester",54152,Home,Man City,Brighton,2,0,W,1,0,0,0,2.0,28.0,8.0,13.0,7.0,,,2.0,2.0,,,,2.0,24.0,12.0,55.0,69.0,850.0,789.0,80.1,61.0,15.0,10.0,12.0,7.0,7.0,8.0,2.0,,,1.0,10.0,109.0,1.0,,,1.0,52.0,28.0,14.0,8.0,10.0,10.0,1.0,4.0,10.0,0.0,0.0,,,
987667,8,2018-10-07 16:30:00,"Anfield, Liverpool",52117,Away,Man City,Liverpool,0,0,D,0,0,0,0,,6.0,2.0,3.0,1.0,,,,,1.0,,,,4.0,2.0,24.0,38.0,528.0,439.0,50.6,19.0,16.0,11.0,13.0,25.0,25.0,18.0,1.0,,,4.0,11.0,138.0,2.0,,,1.0,50.0,37.0,17.0,6.0,6.0,6.0,,10.0,10.0,0.0,0.0,1.0,,5.0
987678,9,2018-10-20 15:00:00,"Etihad Stadium, Manchester",54094,Home,Man City,Burnley,5,0,W,1,0,0,0,5.0,24.0,10.0,6.0,8.0,,,7.0,3.0,5.0,,,4.0,20.0,17.0,40.0,53.0,679.0,597.0,69.1,52.0,15.0,8.0,7.0,10.0,10.0,17.0,1.0,,,3.0,5.0,116.0,,,,1.0,39.0,40.0,14.0,16.0,10.0,10.0,,11.0,5.0,0.0,0.0,,,
987690,10,2018-10-29 20:00:00,"Wembley Stadium, London",56854,Away,Man City,Spurs,1,0,W,1,0,0,0,1.0,13.0,6.0,2.0,5.0,,,2.0,1.0,1.0,1.0,,1.0,9.0,8.0,33.0,62.0,514.0,429.0,52.0,37.0,12.0,6.0,14.0,22.0,22.0,13.0,,2.0,,7.0,7.0,140.0,1.0,,,1.0,47.0,48.0,11.0,12.0,6.0,6.0,1.0,13.0,11.0,0.0,0.0,,,4.0
987698,11,2018-11-04 15:00:00,"Etihad Stadium, Manchester",53916,Home,Man City,Southampton,6,1,W,4,1,0,0,6.0,18.0,8.0,5.0,5.0,,,3.0,2.0,1.0,1.0,,5.0,17.0,12.0,32.0,58.0,729.0,664.0,67.3,64.0,12.0,7.0,11.0,17.0,17.0,19.0,2.0,2.0,,6.0,12.0,109.0,5.0,1.0,,,52.0,48.0,16.0,11.0,4.0,4.0,,14.0,9.0,0.0,0.0,,,1.0
987709,12,2018-11-11 16:30:00,"Etihad Stadium, Manchester",54316,Home,Man City,Man Utd,3,1,W,1,0,0,0,3.0,17.0,5.0,6.0,6.0,,,2.0,2.0,,,,3.0,16.0,10.0,35.0,64.0,700.0,642.0,64.9,36.0,13.0,12.0,8.0,14.0,14.0,26.0,4.0,,,4.0,11.0,109.0,,1.0,,,44.0,46.0,9.0,12.0,5.0,6.0,,12.0,11.0,0.0,0.0,,,
987720,13,2018-11-24 15:00:00,"London Stadium, London",56886,Away,Man City,West Ham,4,0,W,3,0,0,0,4.0,9.0,6.0,2.0,1.0,,,2.0,3.0,,,,3.0,8.0,6.0,24.0,63.0,839.0,747.0,69.3,34.0,13.0,10.0,18.0,14.0,14.0,20.0,3.0,1.0,,7.0,12.0,144.0,1.0,,,1.0,39.0,42.0,10.0,11.0,1.0,1.0,,3.0,6.0,0.0,0.0,,,3.0
987729,14,2018-12-01 15:00:00,"Etihad Stadium, Manchester",54409,Home,Man City,Bournemouth,3,1,W,1,1,0,0,3.0,16.0,6.0,5.0,5.0,,,2.0,3.0,1.0,1.0,,1.0,12.0,8.0,36.0,73.0,786.0,712.0,73.1,37.0,14.0,12.0,11.0,21.0,21.0,10.0,1.0,,,8.0,3.0,114.0,,1.0,,,42.0,49.0,13.0,26.0,8.0,8.0,1.0,9.0,3.0,0.0,0.0,,,2.0
987737,15,2018-12-04 20:00:00,"Vicarage Road, Watford",20389,Away,Man City,Watford,2,1,W,1,0,0,0,2.0,15.0,7.0,5.0,3.0,,,4.0,2.0,3.0,,,2.0,11.0,8.0,40.0,70.0,714.0,627.0,70.1,47.0,16.0,11.0,6.0,28.0,28.0,23.0,3.0,,,7.0,10.0,142.0,5.0,1.0,,,45.0,62.0,16.0,31.0,11.0,12.0,,8.0,4.0,0.0,0.0,,,6.0
987746,16,2018-12-08 17:30:00,"Stamford Bridge, London",40571,Away,Man City,Chelsea,0,2,L,0,1,0,0,,14.0,4.0,6.0,4.0,,,,,,,,,9.0,4.0,40.0,59.0,640.0,563.0,61.3,34.0,19.0,15.0,8.0,11.0,11.0,22.0,2.0,,,10.0,19.0,142.0,3.0,2.0,,,53.0,67.0,7.0,18.0,13.0,13.0,1.0,11.0,11.0,0.0,0.0,,,2.0
987757,17,2018-12-15 12:30:00,"Etihad Stadium, Manchester",54173,Home,Man City,Everton,3,1,W,1,0,0,0,3.0,13.0,5.0,4.0,4.0,,,3.0,3.0,,,,3.0,11.0,8.0,35.0,67.0,705.0,613.0,67.0,26.0,15.0,11.0,5.0,14.0,14.0,19.0,2.0,2.0,,12.0,9.0,135.0,1.0,1.0,,,43.0,38.0,16.0,10.0,6.0,6.0,2.0,7.0,9.0,0.0,0.0,,,3.0
987768,18,2018-12-22 15:00:00,"Etihad Stadium, Manchester",54340,Home,Man City,Crystal Palace,2,3,L,1,2,0,0,2.0,19.0,5.0,9.0,5.0,,,2.0,1.0,1.0,1.0,,2.0,15.0,8.0,73.0,93.0,733.0,649.0,78.3,43.0,17.0,7.0,6.0,3.0,3.0,22.0,,,,6.0,9.0,159.0,,3.0,,,53.0,53.0,20.0,17.0,13.0,13.0,1.0,7.0,6.0,0.0,0.0,,,2.0
987776,19,2018-12-26 15:00:00,"King Power Stadium, Leicester",32090,Away,Man City,Leicester,1,2,L,1,1,1,0,1.0,11.0,4.0,4.0,3.0,,,2.0,1.0,1.0,,,1.0,10.0,7.0,53.0,78.0,613.0,532.0,66.1,38.0,18.0,9.0,5.0,13.0,13.0,15.0,1.0,1.0,,5.0,14.0,167.0,3.0,2.0,,,49.0,61.0,15.0,26.0,7.0,7.0,,8.0,5.0,0.0,0.0,,,3.0
987789,20,2018-12-30 14:15:00,"St. Mary's Stadium, Southampton",31381,Away,Man City,Southampton,3,1,W,3,1,0,1,3.0,14.0,6.0,4.0,4.0,,,6.0,2.0,4.0,1.0,,2.0,13.0,9.0,36.0,66.0,783.0,698.0,76.6,36.0,12.0,9.0,7.0,19.0,19.0,8.0,,,1.0,4.0,11.0,142.0,3.0,1.0,,,53.0,55.0,17.0,16.0,8.0,8.0,2.0,10.0,11.0,0.0,0.0,,,2.0
987798,21,2019-01-03 20:00:00,"Etihad Stadium, Manchester",54511,Home,Man City,Liverpool,2,1,W,1,0,0,0,2.0,9.0,4.0,4.0,1.0,,,1.0,,2.0,,,2.0,6.0,4.0,23.0,52.0,578.0,468.0,49.6,25.0,14.0,11.0,14.0,31.0,31.0,18.0,1.0,,,11.0,5.0,160.0,3.0,1.0,,,47.0,50.0,19.0,9.0,2.0,2.0,,12.0,6.0,0.0,0.0,,,2.0
987809,22,2019-01-14 20:00:00,"Etihad Stadium, Manchester",54171,Home,Man City,Wolves,3,0,W,2,0,0,1,3.0,24.0,9.0,7.0,8.0,,,2.0,1.0,1.0,,,1.0,20.0,15.0,63.0,93.0,872.0,803.0,76.1,61.0,10.0,8.0,9.0,6.0,6.0,17.0,2.0,,,9.0,9.0,130.0,,,,1.0,46.0,49.0,21.0,16.0,12.0,12.0,,6.0,3.0,0.0,0.0,1.0,1.0,3.0
987815,23,2019-01-20 13:30:00,"Accu Stadium, Huddersfield",24190,Away,Man City,Huddersfield,3,0,W,1,0,0,0,3.0,12.0,4.0,6.0,2.0,,,4.0,2.0,2.0,,,3.0,12.0,6.0,34.0,83.0,734.0,641.0,67.6,24.0,13.0,10.0,11.0,12.0,12.0,9.0,,1.0,,3.0,17.0,143.0,2.0,,,1.0,53.0,47.0,15.0,14.0,4.0,4.0,,9.0,10.0,0.0,0.0,,,2.0
987829,24,2019-01-29 20:00:00,"St. James' Park, Newcastle",50861,Away,Man City,Newcastle,1,2,L,1,0,0,0,1.0,12.0,4.0,3.0,5.0,,,1.0,1.0,,,,1.0,7.0,6.0,39.0,85.0,767.0,682.0,76.2,35.0,22.0,11.0,6.0,11.0,11.0,20.0,2.0,1.0,,4.0,12.0,152.0,,2.0,,,64.0,44.0,18.0,13.0,8.0,8.0,2.0,7.0,9.0,0.0,0.0,,,5.0
987839,25,2019-02-03 16:30:00,"Etihad Stadium, Manchester",54483,Home,Man City,Arsenal,3,1,W,2,1,0,0,3.0,19.0,12.0,3.0,4.0,,,3.0,3.0,,,,3.0,13.0,11.0,38.0,69.0,613.0,537.0,58.8,46.0,13.0,7.0,10.0,16.0,16.0,21.0,2.0,,,10.0,4.0,119.0,1.0,1.0,,,58.0,35.0,19.0,5.0,4.0,4.0,1.0,11.0,7.0,0.0,0.0,,,5.0
987847,26,2019-02-10 16:00:00,"Etihad Stadium, Manchester",54452,Home,Man City,Chelsea,6,0,W,4,0,0,0,6.0,15.0,9.0,5.0,1.0,,,4.0,4.0,3.0,1.0,,2.0,10.0,5.0,19.0,38.0,681.0,631.0,55.8,27.0,12.0,6.0,10.0,22.0,22.0,13.0,5.0,,,15.0,13.0,93.0,4.0,,,1.0,45.0,49.0,10.0,3.0,2.0,2.0,2.0,9.0,12.0,0.0,0.0,1.0,1.0,2.0
987857,27,2019-02-06 19:45:00,"Goodison Park, Liverpool",39322,Away,Man City,Everton,2,0,W,1,0,0,0,2.0,15.0,4.0,4.0,7.0,,,3.0,2.0,3.0,1.0,,1.0,8.0,7.0,30.0,69.0,546.0,467.0,61.2,43.0,20.0,9.0,9.0,25.0,25.0,24.0,3.0,,,13.0,19.0,140.0,1.0,,,1.0,71.0,61.0,29.0,17.0,6.0,6.0,1.0,6.0,12.0,0.0,0.0,,,5.0
987869,28,2019-02-27 20:00:00,"Etihad Stadium, Manchester",53528,Home,Man City,West Ham,1,0,W,0,0,0,0,1.0,20.0,7.0,10.0,3.0,,,4.0,1.0,5.0,1.0,,,15.0,8.0,52.0,75.0,780.0,683.0,75.6,63.0,14.0,10.0,8.0,9.0,9.0,35.0,,,,8.0,9.0,152.0,1.0,,,1.0,44.0,41.0,14.0,18.0,13.0,13.0,,2.0,6.0,0.0,0.0,1.0,1.0,7.0
987872,29,2019-03-02 15:00:00,"Vitality Stadium, Bournemouth",10699,Away,Man City,Bournemouth,1,0,W,0,0,0,0,1.0,23.0,7.0,10.0,6.0,,,,,1.0,1.0,,1.0,17.0,10.0,50.0,99.0,809.0,733.0,82.0,43.0,9.0,4.0,6.0,11.0,11.0,19.0,,,,4.0,5.0,128.0,,,,1.0,34.0,33.0,13.0,9.0,14.0,14.0,1.0,7.0,6.0,0.0,0.0,,,2.0
987889,30,2019-03-09 17:30:00,"Etihad Stadium, Manchester",54104,Home,Man City,Watford,3,1,W,0,0,0,0,3.0,19.0,9.0,7.0,3.0,,,6.0,1.0,5.0,,,2.0,14.0,10.0,52.0,79.0,727.0,662.0,71.1,44.0,7.0,4.0,11.0,9.0,9.0,7.0,1.0,,1.0,9.0,6.0,116.0,,1.0,,,40.0,49.0,17.0,12.0,9.0,9.0,,11.0,7.0,0.0,0.0,,,4.0
987897,31,2019-04-24 20:00:00,"Old Trafford, Manchester",74431,Away,Man City,Man Utd,2,0,W,0,0,0,0,2.0,8.0,5.0,3.0,,,,,,,1.0,,2.0,7.0,5.0,28.0,53.0,702.0,609.0,63.2,33.0,14.0,8.0,16.0,11.0,11.0,15.0,5.0,,,12.0,5.0,127.0,1.0,,,1.0,54.0,42.0,12.0,8.0,1.0,1.0,,10.0,10.0,0.0,0.0,,,2.0
987907,32,2019-03-30 12:30:00,"Craven Cottage, London",25001,Away,Man City,Fulham,2,0,W,2,0,0,0,2.0,24.0,7.0,8.0,9.0,,,2.0,,2.0,1.0,,2.0,22.0,14.0,37.0,61.0,679.0,613.0,65.4,40.0,16.0,8.0,7.0,12.0,12.0,18.0,2.0,,,9.0,10.0,124.0,,,,1.0,35.0,53.0,6.0,12.0,11.0,11.0,1.0,12.0,4.0,0.0,0.0,,,1.0
987916,33,2019-04-03 19:45:00,"Etihad Stadium, Manchester",53559,Home,Man City,Cardiff,2,0,W,2,0,0,0,2.0,27.0,11.0,14.0,2.0,,,5.0,,5.0,2.0,,2.0,22.0,11.0,48.0,74.0,676.0,618.0,78.8,48.0,11.0,9.0,8.0,8.0,8.0,12.0,1.0,,,10.0,5.0,106.0,1.0,,,1.0,45.0,39.0,13.0,14.0,17.0,17.0,1.0,3.0,7.0,0.0,0.0,,,1.0
987924,34,2019-04-14 14:05:00,"Selhurst Park, London",25721,Away,Man City,Crystal Palace,3,1,W,1,0,0,0,3.0,20.0,6.0,7.0,7.0,,,4.0,3.0,1.0,,,3.0,15.0,10.0,43.0,80.0,721.0,650.0,72.4,42.0,22.0,8.0,8.0,17.0,17.0,13.0,2.0,,,10.0,13.0,134.0,2.0,1.0,,,55.0,60.0,14.0,17.0,9.0,9.0,,11.0,5.0,0.0,0.0,,,2.0
987938,35,2019-04-20 12:30:00,"Etihad Stadium, Manchester",54489,Home,Man City,Spurs,1,0,W,1,0,0,0,1.0,15.0,4.0,6.0,5.0,,,2.0,1.0,1.0,,,1.0,12.0,7.0,32.0,65.0,582.0,509.0,60.7,35.0,15.0,10.0,10.0,11.0,11.0,14.0,3.0,1.0,,10.0,17.0,136.0,4.0,,,1.0,57.0,61.0,16.0,14.0,4.0,4.0,1.0,11.0,11.0,0.0,0.0,,,2.0
987943,36,2019-04-28 14:05:00,"Turf Moor, Burnley",21605,Away,Man City,Burnley,1,0,W,0,0,0,0,1.0,25.0,7.0,4.0,14.0,,,1.0,,2.0,,,,19.0,15.0,42.0,60.0,608.0,524.0,69.9,45.0,13.0,7.0,12.0,21.0,21.0,13.0,,,,6.0,7.0,141.0,,,,1.0,55.0,43.0,26.0,16.0,6.0,6.0,,7.0,5.0,0.0,0.0,,,3.0
987958,37,2019-05-06 20:00:00,"Etihad Stadium, Manchester",54506,Home,Man City,Leicester,1,0,W,0,0,0,0,1.0,19.0,5.0,10.0,4.0,,,1.0,,1.0,1.0,,1.0,10.0,4.0,50.0,91.0,636.0,552.0,61.0,44.0,14.0,6.0,13.0,10.0,10.0,17.0,3.0,,,11.0,12.0,149.0,2.0,,,1.0,37.0,64.0,11.0,20.0,11.0,11.0,1.0,12.0,5.0,0.0,0.0,,,2.0
987962,38,2019-05-12 15:00:00,"American Express Stadium, Falmer",30662,Away,Man City,Brighton,4,1,W,2,1,0,0,4.0,20.0,9.0,3.0,8.0,,,2.0,2.0,,,,3.0,15.0,13.0,46.0,60.0,796.0,737.0,76.3,52.0,15.0,10.0,10.0,5.0,5.0,6.0,1.0,,,4.0,9.0,107.0,1.0,1.0,,,47.0,42.0,10.0,14.0,6.0,6.0,,8.0,12.0,0.0,0.0,,,1.0
